no;fips;year;qtr;state;gdp;revenuepop;rev_state_total;rev_local_total;popestimate;qtrly_estabs_count;month1_emplvl;month2_emplvl;month3_emplvl;total_qtrly_wages;taxable_qtrly_wages;avg_wkly_wage;year_qtr;treated;gdpcapita;lngdp;lngdpcapita;revstatecapita;revlocalcapita;emplvl1capita;emplvl2capita;emplvl3capita;emplvlcapita;totalwagescapita;taxwagescapita;avgwklywagecapita;estabscapita;abb
11;1;1992;3;Alabama;82911.5;1443.286059;NA;NA;4184108;94361;1633140;1639788;1650256;9019976119;0;423;1992.5;0;19815.81259;11.32552905;9.894235514;NA;NA;0.390319753;0.391908622;0.394410469;0.392212948;2155.770386;0;423;0.022552238;AL
12;1;1992;4;Alabama;83737.25;1443.286059;NA;NA;4199155;94872;1664189;1666582;1672282;10067938420;0;464;1992.75;0;19941.45251;11.3354392;9.900555885;NA;NA;0.396315211;0.396885088;0.398242504;0.397147601;2397.610572;0;464;0.022593117;AL
13;1;1993;1;Alabama;84563;NA;NA;NA;4214202;94748;1642645;1651677;1658123;8892315786;0;414;1993;0;20066.19521;11.3452521;9.906791848;NA;NA;0.389787912;0.391931141;0.393460731;0.391726595;2110.08295;0;414;0.022483023;AL
14;1;1993;2;Alabama;85946.75;NA;NA;NA;4225708.75;95826;1677580;1681881;1688270;9390905846;0;429;1993.25;0;20339.01414;11.3614832;9.920296199;NA;NA;0.396993759;0.398011576;0.399523512;0.398176282;2222.32681;0;429;0.022676906;AL
15;1;1993;3;Alabama;87330.5;NA;NA;NA;4237215.5;96799;1678209;1680657;1690090;9576449027;0;438;1993.5;0;20610.3513;11.37745505;9.933548719;NA;NA;0.396064113;0.396641851;0.398868077;0.397191347;2260.080713;0;438;0.022844956;AL
16;1;1993;4;Alabama;88714.25;NA;NA;NA;4248722.25;97558;1698417;1700770;1705914;10415914247;0;471;1993.75;0;20880.21875;11.39317581;9.946557519;NA;NA;0.399747712;0.400301526;0.401512243;0.400520494;2451.540401;0;471;0.022961727;AL
17;1;1994;1;Alabama;90098;NA;NA;NA;4260229;97704;1663550;1670147;1684279;9495415640;0;437;1994;0;21148.6284;11.40865325;9.959330331;NA;NA;0.390483704;0.392032212;0.395349405;0.392621774;2228.850994;0;437;0.022933978;AL
18;1;1994;2;Alabama;91528.25;NA;NA;NA;4269371.75;98846;1702253;1708454;1718016;9867996154;0;444;1994.25;0;21438.3416;11.42440295;9.972936262;NA;NA;0.398712761;0.4001652;0.402404874;0.400427612;2311.346196;0;444;0.023152353;AL
19;1;1994;3;Alabama;92958.5;NA;NA;NA;4278514.5;99852;1707393;1720249;1738678;10304945571;0;460;1994.5;0;21726.81663;11.43990844;9.986302566;NA;NA;0.399062104;0.402066886;0.406374222;0.402501071;2408.533516;0;460;0.023338007;AL
20;1;1994;4;Alabama;94388.75;NA;NA;NA;4287657.25;101048;1734999;1744825;1753888;10839488483;0;478;1994.75;0;22014.06141;11.45517717;9.999436683;NA;NA;0.404649649;0.406941343;0.409055085;0.406882026;2528.067859;0;478;0.023567182;AL
21;1;1995;1;Alabama;95819;NA;NA;NA;4296800;100664;1726766;1730273;1744145;10489205579;0;465;1995;0;22300.08378;11.47021627;10.01234571;NA;NA;0.401872556;0.402688745;0.405917194;0.403492832;2441.166817;0;465;0.023427667;AL
22;1;1995;2;Alabama;96900.75;NA;NA;NA;4305375.5;101612;1750707;1757621;1768744;10520583727;0;460;1995.25;0;22506.92187;11.48144254;10.02157818;NA;NA;0.406632824;0.408238724;0.410822238;0.408564596;2443.592603;0;460;0.023601193;AL
23;1;1995;3;Alabama;97982.5;NA;NA;NA;4313951;101203;1753351;1761763;1773767;10637286887;0;464;1995.5;0;22712.93763;11.49254417;10.03068998;NA;NA;0.406437393;0.408387346;0.411169946;0.408664895;2465.787601;0;464;0.023459469;AL
24;1;1995;4;Alabama;99064.25;NA;NA;NA;4322526.5;102638;1771328;1781108;1785963;11323176597;0;489;1995.75;0;22918.13596;11.50352391;10.03968384;NA;NA;0.409789969;0.412052535;0.41317572;0.411672741;2619.573668;0;489;0.023744909;AL
25;1;1996;1;Alabama;100146;NA;NA;NA;4331102;102800;1749482;1753075;1766693;10857064315;0;475;1996;0;23122.5217;11.5143844;10.04856239;NA;NA;0.403934611;0.404764192;0.407908426;0.405535743;2506.767173;0;475;0.023735299;AL
26;1;1996;2;Alabama;101164;NA;NA;NA;4340310.25;103131;1776900;1785016;1789276;10982614564;0;474;1996.25;0;23308.01122;11.52449824;10.05655241;NA;NA;0.409394697;0.411264609;0.412246106;0.410968471;2530.375464;0;474;0.023761205;AL
27;1;1996;3;Alabama;102182;NA;NA;NA;4349518.5;104818;1772621;1781571;1791666;11114714632;0;480;1996.5;0;23492.71534;11.53451082;10.06444567;NA;NA;0.407544191;0.40960189;0.411922837;0.40968964;2555.389667;0;480;0.024098759;AL
28;1;1996;4;Alabama;103200;NA;NA;NA;4358726.75;106058;1798989;1808028;1811107;11992235070;0;511;1996.75;0;23676.63906;11.54442413;10.07224415;NA;NA;0.412732686;0.414806457;0.415512856;0.414350666;2751.316097;0;511;0.024332335;AL
29;1;1997;1;Alabama;104218;1842.061343;NA;NA;4367935;106656;1778728;1783471;1800578;11544994096;0;497;1997;0;23859.78729;11.55424014;10.07994978;NA;NA;0.407224009;0.408309876;0.412226372;0.409253419;2643.124061;0;497;0.024417946;AL
30;1;1997;2;Alabama;105517;1842.061343;NA;NA;4377126.5;107278;1810523;1820518;1824109;11511141329;0;487;1997.25;0;24106.45431;11.56662736;10.0902349;NA;NA;0.413632779;0.415916241;0.416736642;0.415428554;2629.839766;0;487;0.024508773;AL
31;1;1997;3;Alabama;106816;1842.061343;NA;NA;4386318;108130;1810430;1817775;1828346;11993849419;0;507;1997.5;0;24352.08756;11.57886301;10.10037286;NA;NA;0.412744812;0.414419338;0.416829332;0.414664494;2734.377539;0;507;0.024651655;AL
32;1;1997;4;Alabama;108115;1842.061343;NA;NA;4395509.5;107711;1832363;1834294;1840632;12783653406;0;536;1997.75;0;24596.69351;11.59095075;10.1103673;NA;NA;0.416871582;0.417310894;0.41875282;0.417645099;2908.343937;0;536;0.024504782;AL
33;1;1998;1;Alabama;109414;NA;NA;NA;4404701;109051;1812183;1819378;1833249;12000465546;0;507;1998;0;24840.2786;11.60289413;10.12022175;NA;NA;0.411420208;0.41305369;0.416202825;0.413558907;2724.467687;0;507;0.024757867;AL
34;1;1998;2;Alabama;110814.25;NA;NA;NA;4411061;111052;1853553;1861094;1870083;12168058508;0;503;1998.25;0;25121.90378;11.61561066;10.13149541;NA;NA;0.420205706;0.421915272;0.423953103;0.422024694;2758.533266;0;503;0.025175802;AL
35;1;1998;3;Alabama;112214.5;NA;NA;NA;4417421;110660;1850435;1852414;1863597;12335737040;0;511;1998.5;0;25402.71801;11.6281675;10.14261146;NA;NA;0.418894871;0.41934287;0.421874438;0.420037393;2792.520124;0;511;0.025050816;AL
36;1;1998;4;Alabama;113614.75;NA;NA;NA;4423781;110696;1867135;1870228;1876894;13640176043;0;561;1998.75;0;25682.7248;11.64056862;10.15357386;NA;NA;0.422067684;0.422766859;0.424273715;0.423036086;3083.375068;0;561;0.025022939;AL
37;1;1999;1;Alabama;115015;NA;NA;NA;4430141;112198;1821912;1833310;1846858;12391115036;0;520;1999;0;25961.92762;11.65281783;10.16438642;NA;NA;0.411253728;0.413826558;0.4168847;0.413988328;2797.002406;0;520;0.025326056;AL
38;1;1999;2;Alabama;115327.5;NA;NA;NA;4435649;110669;1867537;1873404;1879812;12750324605;0;523;1999.25;0;26000.14113;11.65553119;10.16585725;NA;NA;0.421029031;0.422351724;0.423796382;0.422392379;2874.511623;0;523;0.0249499;AL
39;1;1999;3;Alabama;115640;NA;NA;NA;4441157;110601;1868622;1872670;1881585;13110302754;0;538;1999.5;0;26038.25985;11.6582372;10.16732227;NA;NA;0.420751169;0.421662643;0.423670003;0.422027939;2952.001641;0;538;0.024903646;AL
40;1;1999;4;Alabama;115952.5;NA;NA;NA;4446665;110926;1882054;1887314;1895251;14266090148;0;581;1999.75;0;26076.28414;11.6609359;10.16878153;NA;NA;0.423250683;0.424433592;0.426218526;0.424634267;3208.267353;0;581;0.024945886;AL
41;1;2000;1;Alabama;116265;NA;NA;NA;4452173;111636;1848537;1854259;1872397;13403734922;0;555;2000;0;26114.21434;11.66362735;10.17023506;NA;NA;0.415198825;0.41648404;0.420558006;0.417413624;3010.605141;0;555;0.025074497;AL
42;1;2000;2;Alabama;117271.5;NA;NA;NA;4456038.25;112724;1875646;1889665;1889487;13352245393;0;545;2000.25;0;26317.43567;11.67224704;10.17798695;NA;NA;0.420922329;0.424068398;0.424028452;0.423006393;2996.438685;0;545;0.02529691;AL
43;1;2000;3;Alabama;118278;NA;NA;NA;4459903.5;114305;1872469;1880624;1886538;13347775642;0;546;2000.5;0;26520.30476;11.68079306;10.18566594;NA;NA;0.419845183;0.421673698;0.422999735;0.421506205;2992.839563;0;546;0.025629478;AL
44;1;2000;4;Alabama;119284.5;NA;NA;NA;4463768.75;115035;1876517;1883288;1886692;14332216701;0;586;2000.75;0;26722.8225;11.68926668;10.19327325;NA;NA;0.420388489;0.421905369;0.422667953;0.421653937;3210.78835;0;586;0.025770824;AL
45;1;2001;1;Alabama;120291;NA;NA;NA;4467634;109424;1841425;1847584;1859295;13800918353;7560076950;574;2001;0;26924.98983;11.69766909;10.20081012;NA;NA;0.412170066;0.413548648;0.416169946;0.413962887;3089.088845;1692.188069;574;0.024492606;AL
46;1;2001;2;Alabama;121610;NA;NA;NA;4470747.75;112308;1863915;1868405;1870027;13723136063;2888289133;565;2001.25;0;27201.26628;11.70857448;10.21101881;NA;NA;0.416913479;0.417917786;0.418280589;0.417703951;3069.539332;646.0416231;565;0.02512063;AL
47;1;2001;3;Alabama;122929;NA;NA;NA;4473861.5;113730;1848814;1853794;1853766;13676907441;1600370822;568;2001.5;0;27477.15816;11.71936223;10.22111033;NA;NA;0.413247929;0.414361061;0.414354803;0.413987931;3057.069925;357.7157724;568;0.025420993;AL
48;1;2001;4;Alabama;124248;NA;NA;NA;4476975.25;113963;1845996;1850040;1850482;14621134950;1301070591;608;2001.75;0;27752.66627;11.73003485;10.2310872;NA;NA;0.412331071;0.41323436;0.413333087;0.412966172;3265.85119;290.6137556;608;0.025455356;AL
49;1;2002;1;Alabama;125567;2173.261852;NA;NA;4480089;111623;1807198;1812994;1827231;13913333057;7480313228;589;2002;0;28027.79141;11.74059476;10.24095185;NA;NA;0.403384397;0.404678121;0.40785596;0.405306159;3105.593004;1669.679604;589;0.024915353;AL
50;1;2002;2;Alabama;127211.5;2173.261852;NA;NA;4485939.5;113519;1832782;1839692;1838317;14000862875;2772430042;586;2002.25;0;28357.82783;11.75360633;10.25265839;NA;NA;0.408561462;0.41010183;0.409795317;0.409486203;3121.05477;618.0266234;586;0.025305513;AL
51;1;2002;3;Alabama;128856;2173.261852;NA;NA;4491790;112089;1824630;1832529;1835841;14023657468;1573366741;589;2002.5;0;28687.00451;11.76645078;10.26419949;NA;NA;0.406214449;0.407972991;0.408710336;0.407632592;3122.064359;350.2761129;589;0.024954194;AL
52;1;2002;4;Alabama;130500.5;2173.261852;NA;NA;4497640.5;112019;1834430;1841415;1840383;15109278335;1301469991;632;2002.75;0;29015.32481;11.77913234;10.27557941;NA;NA;0.407864968;0.409418005;0.409188551;0.408823841;3359.378842;289.3672785;632;0.02490617;AL
53;1;2003;1;Alabama;132145;NA;NA;NA;4503491;110312;1805118;1808877;1819489;14417769158;7543019809;612;2003;0;29342.79207;11.79165508;10.28680221;NA;NA;0.400826381;0.401661067;0.404017461;0.402168303;3201.465076;1674.927253;612;0.024494775;AL
54;1;2003;2;Alabama;134450.25;NA;NA;NA;4510300.5;110906;1824323;1828372;1828621;14316994607;2702163241;603;2003.25;0;29809.59916;11.80894952;10.30258574;NA;NA;0.404479258;0.405376981;0.405432188;0.405096142;3174.288411;599.1093589;603;0.024589492;AL
55;1;2003;3;Alabama;136755.5;NA;NA;NA;4517110;111574;1813594;1820854;1826012;14364734816;1507901248;607;2003.5;0;30274.99884;11.82594994;10.31807753;NA;NA;0.401494318;0.403101541;0.404243421;0.402946427;3180.071952;333.8199087;607;0.024700306;AL
56;1;2003;4;Alabama;139060.75;NA;NA;NA;4523919.5;112096;1831551;1836368;1839697;15684719988;1311485783;657;2003.75;0;30738.99746;11.84266617;10.3332874;NA;NA;0.404859326;0.405924111;0.406659977;0.405814471;3467.064343;289.900336;657;0.024778513;AL
57;1;2004;1;Alabama;141366;2334.965869;10725.216;7970.805;4530729;113064;1812113;1820339;1835473;14826289103;7660578236;626;2004;0;31201.60133;11.85910755;10.3482247;2367.216402;1759.276487;0.39996058;0.401776182;0.405116483;0.402284415;3272.384886;1690.804777;626;0.024954924;AL
58;1;2004;2;Alabama;144357.5;2334.965869;10725.216;7970.805;4540498;113903;1848707;1854843;1860474;14937275177;2777870092;620;2004.25;0;31793.31871;11.88004814;10.36701144;2362.123274;1755.491358;0.407159523;0.408510917;0.409751089;0.408473843;3289.787855;611.7985499;620;0.025086015;AL
59;1;2004;3;Alabama;147349;2334.965869;10725.216;7970.805;4550267;114496;1852176;1854769;1858635;15175021760;1613382869;629;2004.5;0;32382.49536;11.9005592;10.38537329;2357.052015;1751.722481;0.407047762;0.407617619;0.408467239;0.407710874;3334.973917;354.568835;629;0.025162479;AL
60;1;2004;4;Alabama;150340.5;2334.965869;10725.216;7970.805;4560036;116279;1865880;1875902;1881913;16937194681;1408367172;695;2004.75;0;32969.14761;11.920658;10.40332748;2352.002484;1747.969753;0.40918098;0.41137877;0.412696961;0.41108557;3714.267756;308.8500117;695;0.025499579;AL
61;1;2005;1;Alabama;153332;2565.636586;11606.43;8477.17;4569805;116038;1849568;1859588;1874595;15520306577;7908085472;641;2005;0;33553.29166;11.94036078;10.42089025;2539.808591;1855.039766;0.404736745;0.406929399;0.410213346;0.407293163;3396.273271;1730.508298;641;0.025392331;AL
62;1;2005;2;Alabama;155940;2565.636586;11606.43;8477.17;4584599;116671;1892443;1897678;1901255;15886280032;2874615562;644;2005.25;0;34013.87995;11.9572266;10.43452395;2531.612907;1849.053756;0.412782666;0.413924533;0.414704754;0.413803984;3465.140579;627.0157024;644;0.025448463;AL
63;1;2005;3;Alabama;157437;2565.636586;11606.43;8477.17;4599393;117348;1889789;1897890;1907760;16504392493;1743001558;669;2005.5;0;34229.95165;11.96678066;10.44085632;2523.469945;1843.106253;0.410877914;0.412639233;0.414785168;0.412767438;3588.384922;378.9633889;669;0.025513801;AL
64;1;2005;4;Alabama;160293;2565.636586;11606.43;8477.17;4614187;118198;1911553;1923976;1929291;17638247493;1541840268;706;2005.75;0;34739.16423;11.98475867;10.45562298;2515.379199;1837.196889;0.414277315;0.416969663;0.418121546;0.416456175;3822.612194;334.1520983;706;0.025616214;AL
65;1;2006;1;Alabama;161934;2774.443372;12718.359;9171.986;4628981;115496;1893993;1905295;1923381;17148687580;8442091642;692;2006;0;34982.64521;11.99494412;10.46260737;2747.550487;1981.426582;0.409159813;0.411601387;0.41550851;0.412089903;3704.635552;1823.747309;692;0.024950632;AL
66;1;2006;2;Alabama;163974;2774.443372;12718.359;9171.986;4639945.75;116096;1927613;1933314;1943575;16924316291;2789213079;673;2006.25;0;35339.63732;12.00746316;10.47276048;2741.057694;1976.744232;0.415438693;0.416667372;0.41887882;0.416994962;3647.524605;601.1305367;673;0.025020982;AL
67;1;2006;3;Alabama;165470;2774.443372;12718.359;9171.986;4650910.5;117903;1921127;1929682;1938465;17121100936;1684511616;682;2006.5;0;35577.97984;12.01654519;10.47948218;2734.595516;1972.083961;0.413064711;0.414904135;0.416792583;0.414920476;3681.236381;362.1896435;682;0.02535052;AL
68;1;2006;4;Alabama;166495;2774.443372;12718.359;9171.986;4661875.25;120274;1932415;1942505;1948005;18616536324;1452023095;738;2006.75;0;35714.16889;12.02272056;10.48330278;2728.163736;1967.445611;0.414514524;0.416678889;0.417858672;0.416350695;3993.357893;311.4675999;738;0.025799489;AL
69;1;2007;1;Alabama;166821;2891;13770.676;9893.848;4672840;119094;1922278;1933638;1951005;18029966144;8649093575;717;2007;0;35700.13097;12.02467666;10.48290964;2946.960735;2117.309388;0.411372527;0.413803597;0.41752018;0.414232102;3858.459982;1850.92868;717;0.025486428;AL
70;1;2007;2;Alabama;169261;2891;13770.676;9893.848;4684181.5;119238;1948621;1956400;1965923;17740417205;2789121709;697;2007.25;0;36134.5947;12.03919718;10.49500599;2939.825453;2112.182886;0.416000319;0.417661015;0.419694028;0.417785121;3787.303546;595.4341669;697;0.025455461;AL
71;1;2007;3;Alabama;171456;2891;13770.676;9893.848;4695523;120089;1941201;1950747;1959101;17928080579;1696881505;707;2007.5;0;36514.78227;12.05208195;10.50547245;2932.72464;2107.081149;0.413415289;0.41544829;0.417227431;0.41536367;3818.122194;361.3828545;707;0.025575213;AL
72;1;2007;4;Alabama;172156;2891;13770.676;9893.848;4706864.5;121894;1958298;1966841;1971042;19489309662;1498381522;763;2007.75;0;36575.51646;12.05615632;10.50713435;2925.658047;2102.003999;0.416051492;0.417866501;0.418759027;0.417559007;4140.614131;318.339634;763;0.02589707;AL
73;1;2008;1;Alabama;171941;2972;14261.387;10041.056;4718206;120824;1930979;1938425;1946153;18619334189;8783031345;739;2008;0;36442.02903;12.05490667;10.50347803;3022.629152;2128.151251;0.409261274;0.410839417;0.412477327;0.410859339;3946.274111;1861.519261;739;0.025608038;AL
74;1;2008;2;Alabama;174068;2972;14261.387;10041.056;4728139;121341;1952476;1956284;1956613;18301428958;2702980929;720;2008.25;0;36815.33051;12.06720131;10.51366963;3016.279132;2123.680374;0.412948096;0.413753487;0.413823071;0.413508218;3870.746811;571.679667;720;0.025663586;AL
75;1;2008;3;Alabama;174268;2972;14261.387;10041.056;4738072;121093;1934059;1935458;1936076;18383344282;1567387910;731;2008.5;0;36780.36129;12.06834962;10.51271932;3009.955737;2119.228243;0.408195359;0.408490627;0.408621059;0.408435682;3879.920837;330.807111;731;0.025557442;AL
76;1;2008;4;Alabama;170307;2972;14261.387;10041.056;4748005;122678;1926470;1915936;1908941;19704093895;1264743144;791;2008.75;0;35869.17031;12.04535797;10.48763344;3003.6588;2114.79474;0.405743044;0.403524428;0.402051177;0.403772883;4149.973282;266.3735914;791;0.025837799;AL
77;1;2009;1;Alabama;168708;2849;13376.146;10633.02;4757938;117705;1848047;1841869;1842217;17656489350;8236231300;737;2009;0;35458.2174;12.03592469;10.47611031;2811.332556;2234.79583;0.388413426;0.387114965;0.387188105;0.387572165;3710.954062;1731.050573;737;0.024738658;AL
78;1;2009;2;Alabama;167954;2849;13376.146;10633.02;4764826.5;117312;1843490;1842890;1839326;17556824703;2442044119;733;2009.25;0;35248.71262;12.03144541;10.47018429;2807.268218;2231.56499;0.386895514;0.386769592;0.386021611;0.386562239;3684.672402;512.5148038;733;0.024620414;AL
79;1;2009;3;Alabama;168176;2849;13376.146;10633.02;4771715;116850;1817863;1814449;1815560;17570824412;1306344393;744;2009.5;0;35244.35135;12.03276633;10.47006055;2803.215615;2228.343478;0.380966382;0.380250916;0.380483746;0.380567015;3682.287063;273.7683187;744;0.024488051;AL
80;1;2009;4;Alabama;168420;2849;13376.146;10633.02;4778603.5;119061;1810987;1818418;1818722;19337233316;1111217317;819;2009.75;0;35244.6065;12.03421614;10.47006779;2799.174696;2225.131254;0.378978294;0.38053335;0.380596967;0.380036204;4046.628542;232.5401798;819;0.024915438;AL
81;1;2010;1;Alabama;170249;2835;13854.303;10752.059;4785492;116031;1781960;1785819;1802394;17110385633;7939811148;735;2010;0;35576.07034;12.04501735;10.47942851;2895.063454;2246.803255;0.372367146;0.373173542;0.376637136;0.374059275;3575.470533;1659.142079;735;0.02424641;AL
82;1;2010;2;Alabama;173562;2835;13854.303;10752.059;4789098.5;116232;1814999;1830712;1832379;17808125769;2544893942;750;2010.25;0;36241.05873;12.06429016;10.49794797;2892.883285;2245.111267;0.378985523;0.382266516;0.382614599;0.381288879;3718.471393;531.3931092;750;0.024270121;AL
83;1;2010;3;Alabama;177097;2835;13854.303;10752.059;4792705;116523;1813479;1811091;1814577;18234208078;1469704375;774;2010.5;0;36951.36671;12.08445288;10.51735791;2890.706396;2243.421825;0.378383189;0.377884931;0.378612287;0.378293469;3804.575512;306.6544624;774;0.024312575;AL
84;1;2010;4;Alabama;177933;2835;13854.303;10752.059;4796311.5;118525;1819670;1825672;1825110;19897683564;1238224375;839;2010.75;0;37097.8824;12.08916235;10.52131517;2888.532782;2241.734925;0.379389454;0.380640832;0.380523659;0.380184648;4148.538635;258.1617927;839;0.024711698;AL
85;1;2011;1;Alabama;176898;2894;14391.718;10977.434;4799918;115650;1781552;1795047;1809150;17858373677;8067223343;765;2011;0;36854.3796;12.08332857;10.51472974;2998.325805;2287.004486;0.371163007;0.373974514;0.376912689;0.374016737;3720.558076;1680.700242;765;0.024094162;AL
86;1;2011;2;Alabama;179679;2894;14391.718;10977.434;4803928.5;115927;1818220;1821785;1824741;18184264686;2476050922;768;2011.25;0;37402.51338;12.0989272;10.52949318;2995.82269;2285.095209;0.378486066;0.379228167;0.379843497;0.37918591;3785.290453;515.4221013;768;0.024131708;AL
87;1;2011;3;Alabama;181916;2894;14391.718;10977.434;4807939;116093;1805952;1811349;1822467;18926588375;1484052591;803;2011.5;0;37836.58653;12.11130032;10.54103181;2993.323751;2283.189117;0.375618742;0.376741261;0.379053686;0.377137896;3936.528391;308.6671006;803;0.024146105;AL
88;1;2011;4;Alabama;184166;2894;14391.718;10977.434;4811949.5;118172;1817587;1826182;1827929;19721435793;1202234641;832;2011.75;0;38272.63773;12.1235928;10.5524905;2990.828977;2281.286202;0.377723623;0.379509802;0.379872856;0.379035427;4098.429502;249.8435698;832;0.02455803;AL
89;1;2012;1;Alabama;185386;2964;13998.567;10698.564;4815960;114985;1792586;1803516;1822261;18961037466;8345100128;808;2012;0;38494.09048;12.13019542;10.55826001;2906.703336;2221.481075;0.372217793;0.37448733;0.378379596;0.375028239;3937.125197;1732.800963;808;0.023875821;AL
90;1;2012;2;Alabama;187043;2964;13998.567;10698.564;4819339.75;115408;1831556;1837223;1842269;18706202129;2401583568;783;2012.25;0;38810.91803;12.13909382;10.56645688;2904.664897;2219.923175;0.38004293;0.381218817;0.382265849;0.381175865;3881.48649;498.3221131;783;0.023946849;AL
91;1;2012;3;Alabama;185204;2964;13998.567;10698.564;4822719.5;116221;1817441;1827151;1833423;18618894975;1454523556;784;2012.5;0;38402.39931;12.1292132;10.55587522;2902.629315;2218.367458;0.376849825;0.378863212;0.380163723;0.378625587;3860.66305;301.5982074;784;0.024098644;AL
92;1;2012;4;Alabama;185881;2964;13998.567;10698.564;4826099.25;118318;1835976;1847995;1847584;20482667324;1223521473;855;2012.75;0;38515.78477;12.13286196;10.55882343;2900.596584;2216.813921;0.38042649;0.382916907;0.382831746;0.382058381;4244.145481;253.5218216;855;0.02451628;AL
93;1;2013;1;Alabama;189436;3015;14420.514;11020.617;4829479;114751;1810179;1824060;1838385;19262037327;8485459627;812;2013;0;39224.93503;12.15180652;10.57706792;2985.93575;2281.94739;0.374818692;0.377692915;0.380659073;0.37772356;3988.429669;1757.013464;812;0.023760534;AL
94;1;2013;2;Alabama;189037;3015;14420.514;11020.617;4832912.75;115396;1847422;1855837;1860037;19127920854;2409750543;793;2013.25;0;39114.50708;12.14969804;10.5742487;2983.814264;2280.326083;0.382258504;0.38399969;0.384868732;0.383708976;3957.845267;498.6124657;793;0.023877112;AL
95;1;2013;3;Alabama;191125;3015;14420.514;11020.617;4836346.5;116015;1835940;1844020;1847420;19032246327;1456163459;795;2013.5;0;39518.46709;12.16068294;10.58452336;2981.69579;2278.707078;0.379612999;0.381283682;0.381986692;0.380961124;3935.252846;301.0874963;795;0.023988149;AL
96;1;2013;4;Alabama;191678;3015;14420.514;11020.617;4839780.25;118069;1849809;1860805;1867114;20580403343;1255043305;851;2013.75;0;39604.69073;12.16357216;10.58670284;2979.580323;2277.09037;0.382209296;0.3844813;0.385784871;0.384158489;4252.34252;259.3182418;851;0.024395529;AL
97;1;2014;1;Alabama;189865;3004;14813.338;10848.452;4843214;116272;1827805;1833319;1849342;19712038920;8571763096;826;2014;0;39202.27353;12.15406857;10.57649002;3058.575979;2239.928279;0.377395052;0.378533552;0.381841893;0.379256832;4070.032611;1769.850165;826;0.024007199;AL
98;1;2014;2;Alabama;193005;3004;14813.338;10848.452;4845879.25;117167;1862944;1870239;1874093;19585988875;2452488900;806;2014.25;0;39828.68537;12.17047137;10.59234267;3056.893752;2238.696311;0.384438799;0.385944202;0.386739517;0.385707506;4041.782278;506.097815;806;0.024178687;AL
